,Name,Comment,Time,Likes,Reply Count,Supporter
271,Songs status,Salman Khan,2022-06-22T15:05:44Z,0,0,salman khan
272,Maunik,Boys always s k ❤️,2022-06-22T14:21:33Z,0,0,salman khan
273,Ajay Birla,💯 Percent Shah Rukh Khan.🙏,2022-06-21T10:37:00Z,0,0,shahrukh khan
274,Arslan Kulyyew,SRK KING,2022-06-20T22:14:15Z,0,0,shahrukh khan
275,Viral Shorts,Srk king of the world biggest star ✨,2022-06-20T19:31:12Z,0,0,salman khan
276,1no raichapori dolopa Dhemaji,Salman we love you,2022-06-20T17:00:43Z,0,0,shahrukh khan
277,Imran Ali,Srk ke acting ache hai Sallo se,2022-06-19T01:36:16Z,0,0,shahrukh khan
278,Shoaif Shah,Only srk,2022-06-18T14:26:09Z,0,0,shahrukh khan
279,Talib Chowdhary,Salman Khan is great Hero ❣️❣️❣️❣️❣️,2022-06-17T19:37:24Z,0,0,salman khan
280,Diganta Das,Salman ❤️,2022-06-15T19:45:18Z,0,0,salman khan
281,RezA RahmaN,Srk Win❤️,2022-06-15T18:31:37Z,0,0,shahrukh khan
284,Er.Hemant kachhawa,Srk ❤️❤️,2022-06-14T09:40:44Z,0,0,shahrukh khan
285,Paihil Malik,Salman ka stardom,2022-06-13T03:39:36Z,0,0,salman khan
286,M.J TV  Sk.meraj07,Is video me Bhai ko sab se jyada pyar mila,2022-06-12T17:20:00Z,0,0,salman khan
287,M.J TV  Sk.meraj07,Bhai,2022-06-12T17:18:46Z,0,0,salman khan
288,keep shine@121,One and only salman khan in every aspects...And who says he is local star..That girl have no knowledge....He is much more popular in asian as well as in european country too ...That we can se during the shoot of ek tha tiger....♥️♥️He is real ...He people&#39;s heartbeat ..Hero of hearts♥️♥️,2022-06-12T11:39:49Z,1,0,salman khan
289,Ranjan Kumar,Salman = Star ⭐<br>SRK = Actor + Star ⭐⭐<br>That&#39;s why his stardom is huge from any other,2022-06-11T01:46:58Z,37,6,shahrukh khan
290,Ranjan Kumar,SRK ka stardom sabse upar h ..No one can touch ❤️❤️,2022-06-11T01:28:01Z,3,0,shahrukh khan
291,Manavalan Prabhu,Stardom belongs to SRK Shah Rukh Khan,2022-06-09T17:14:58Z,1,0,shahrukh khan
292,Naveenakumari Naveenakumari,Vote for Salman Khan he is golden heart person,2022-06-08T04:06:18Z,0,0,salman khan
293,Farukh Khan,Shahrukh ❤,2022-06-07T06:15:56Z,0,0,shahrukh khan
294,random videos,Srk ❤️,2022-06-06T10:16:15Z,1,0,shahrukh khan
295,Mimicry Boy01,Shahrukh Khan k stardom he big,2022-06-04T08:17:15Z,0,0,salman khan
296,Husnain Tariq,Saloo g saloooo hor koi nai,2022-06-03T20:29:55Z,0,0,shahrukh khan
297,yeh tau hoga 😊,I think sharuk khan bohat bara star hai kyo k woh bagair kise support bagair kise family background k nechay se uper aye mehnat kar k...bohat bohat hardworking ha SRK ke...salman khan bhe bhai wala bharam baz wala hero ha larkay bohat follow kartay hain salman ko but salman khan ka start unke father saleem khan ke support se hua.....so SRK sb se bara star ha.... love from Pakistan 🇵🇰,2022-06-03T18:23:23Z,0,0,shahrukh khan
298,Merajul Ayon,Bollywood ka godfather,2022-06-03T15:31:08Z,0,0,salman khan
299,muskan Siddiqui,Bhai bhai hi,2022-06-01T11:11:36Z,0,0,salman khan
300,XÁKÏ GÁM3R,Salman khan,2022-06-01T09:11:57Z,0,0,salman khan
301,master marvel,Srk In worldwide,2022-05-31T09:34:45Z,0,0,shahrukh khan
302,Harsh Chavan,Salman khan nam bolte,2022-05-28T09:23:16Z,1,0,salman khan
303,Swapnil kangare,Salman bs india me he srk world wide fans he,2022-05-27T21:06:55Z,0,0,shahrukh khan
304,MD shahadat official,Shahrukh ka zyada h<br>Pr mere favourite Salman Khan 💖💖,2022-05-27T20:52:18Z,0,0,shahrukh khan
305,MD shahadat official,Salman Khan 💖💖💖,2022-05-27T20:45:50Z,0,0,salman khan
306,Mr Soham gaming,Only srk ❤️❤️❤️❤️❤️❤️❤️,2022-05-25T16:43:52Z,0,0,shahrukh khan
309,Umesh Phulwani,Salman khan ❤️,2022-05-24T07:25:08Z,0,0,salman khan
310,Vasim Thobhat,Only Salman bhai,2022-05-24T05:46:46Z,0,0,salman khan
312,#Mc rotation! gamer#,Jiske pass Romance Hai Vahi asali hero hai Shahrukh Khan,2022-05-21T18:42:51Z,0,0,shahrukh khan
313,Saksham Singh,Salman stardam 😎,2022-05-21T11:36:47Z,1,0,salman khan
314,anand raj,SRK,2022-05-19T10:15:51Z,0,0,shahrukh khan
315,Swapnil Nipanikar,No doubt SRK ❤️ supper in acting.Salman is only good person but not in acting.,2022-05-19T07:36:53Z,0,0,shahrukh khan
316,Dad gaming yt,Salman khan,2022-05-18T17:21:13Z,0,0,salman khan
317,Muzzam 38,Salman is god of Bollywood,2022-05-14T15:54:07Z,0,0,shahrukh khan
318,Ashish Munfand,Only srk lover,2022-05-14T10:13:38Z,1,0,shahrukh khan
319,Dilshan Athapaththu,Srk 🔥❤️,2022-05-13T16:18:32Z,0,0,shahrukh khan
320,FARHAN NADEEM,In comments 💬<br>70%—srk (👑khan) <br>30%—selmon bhai🔥,2022-05-12T03:34:46Z,2,0,shahrukh khan
321,Joya Parveen,Salman ko local bolati hai tere ko pata nahin hai kya Bollywood ka ek hi Tiger hai Salman Khan local bolane ki Bhul mat karna Shahrukh Khan is a local Hero that was the fail Hero nithalla Sala,2022-05-08T10:46:06Z,0,0,salman khan
322,M Bilal,Srk ke sab se zyada fan he comments me b or worldwide b ❤,2022-05-07T22:16:50Z,0,0,shahrukh khan
323,Sonu Rai,Sabaka bap suny deol,2022-05-07T03:54:51Z,0,0,shahrukh khan
324,Sajid Khan,Srk best,2022-05-06T13:44:10Z,0,0,shahrukh khan
325,Ayush Aryan,King khan💯💯💯💯💯,2022-05-05T17:27:14Z,0,0,shahrukh khan
326,Shihab Mim,Biggest superstar in the world srk❤️,2022-05-05T05:53:38Z,0,0,shahrukh khan
327,Tushant Pansotra,Sallu Bhai 💕💕💕,2022-05-04T12:50:12Z,0,0,salman khan
328,Shivaleela Mudhiraj,You are sk fan,2022-05-04T10:40:13Z,0,0,shahrukh khan
329,Aisha Iqbal,Sslman,2022-05-02T22:07:14Z,0,0,salman khan
331,Saibur Sk,Bollywood Ka no 1 actor shahrukh 💖💖💖💖💗💗💓💓💞💞👌👌❤️ best actor,2022-05-02T00:06:32Z,0,0,shahrukh khan
332,Saibur Sk,Shahrukh jaisa acton kye Nahi ban Sakta Kisi ke bap Ka dam Nahi hai shahrukh jaisa ban ke dikhaya💞🤩🥰♥️💯💯💯🤗💘♥️💗💖,2022-05-02T00:05:59Z,0,0,shahrukh khan
333,FACTS WORLD,Srk,2022-04-29T09:11:33Z,0,0,shahrukh khan
334,Raaztahasildar Raaz,Salman bhai have srk nahi bro,2022-04-28T19:31:06Z,0,0,salman khan
335,Mohemmed Gouse,Srks1,2022-04-26T15:44:59Z,1,0,shahrukh khan
336,Paramjit Kaur,SRK 🌹🌹🌹🌹🌹,2022-04-21T16:10:46Z,0,0,shahrukh khan
337,Ayush Tyagi,King of box office none other than Salman Khan,2022-04-20T05:44:49Z,0,0,shahrukh khan
338,Superstar Vijay,SALMAN KHAN BIGGEST SUPERSTAR,2022-04-20T04:48:26Z,0,0,salman khan
339,Superstar Vijay,SALMAN KHAN,2022-04-20T04:48:17Z,0,0,salman khan
340,PATHAAN,SHARUKH KHAN THE KING OF heart&#39;s <br>Love from pakistan,2022-04-18T02:53:05Z,0,1,shahrukh khan
341,Jaskirat badhan,Salman Khan is the best  and sahrukh khan is attitude king,2022-04-17T13:57:46Z,0,0,salman khan
343,javeed B,Salman Khan 😍,2022-04-13T09:48:41Z,0,0,salman khan
344,Rajveer Magare,REAL King 👑 salman Bhai ♥️,2022-04-13T04:24:53Z,0,0,salman khan
345,Sonu Kumar,Salman Khan very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice,2022-04-09T18:13:20Z,0,0,salman khan
346,Sonu Kumar,Salman Khan very nice,2022-04-09T18:11:49Z,0,0,salman khan
347,king love u,Salman bhi accha but Salman indin Ek tar  but sahruk  walrd bigest supar istar hai,2022-04-07T18:30:39Z,0,0,shahrukh khan
348,king love u,Abe ullu log walrd bigest supar istar hai king khan,2022-04-07T18:29:28Z,0,0,salman khan
349,Apna Channel,Heart touching mr Salman Khan,2022-04-06T12:36:08Z,1,0,salman khan
350,safiul alom,Sabka baap hai srk,2022-04-06T07:26:59Z,0,0,shahrukh khan
351,Vikesh Nayak,Srk i love you,2022-04-05T10:19:31Z,0,0,shahrukh khan
352,Vikesh Nayak,Srk best,2022-04-05T10:18:32Z,0,0,shahrukh khan
353,aaditya,Salman Khan gareebo ki help krta hai lekin most charitable actor srk hai😂❤️Salman Khan logo ko batata hai lekin shahrukh khan kabhi dusro ko nhi btata ki usne gareebo ke liye kya kiya hai🙏 isliye Salman Khan ko log zyada psnd krta hai kyunki vo sabko btata hai ki usne gareebo ki help ki hai🙄bss yahi frk hai dono main🙄ek bhot kuch karta  hai lekin btata nhi aur ek karta to hai lekin btata bhi hai🙄I love srk as an actor not as an charitable star😑aur vo log to psnd hi nhi mujhe jo pehle karte hai or jatate hai ki humne ye kiya hai🙄,2022-04-04T16:06:14Z,0,0,salman khan
354,Talib ansari,Srk the King of Bollywood 👑,2022-04-03T10:56:43Z,0,0,shahrukh khan
355,Manoj Chaudhary,Srk,2022-03-30T12:46:13Z,0,0,salman khan
356,Raja Sk,Salman,2022-03-29T11:05:20Z,0,0,salman khan
357,India India,Both are king of Bollywood but srk ❤️✌️✌️ his face expressions omg,2022-03-28T11:21:56Z,1,0,shahrukh khan
358,ahmad roy,Salman is the best,2022-03-28T08:57:35Z,0,0,salman khan
359,Atul Rawat,Salman,2022-03-26T21:05:12Z,0,0,salman khan
360,NAYEEMA KHANUM,Legend choose only salman khan,2022-03-26T06:25:04Z,1,0,salman khan
361,Khizar Gujjar,Salman Stardom Bigger Than SRK,2022-03-25T13:19:37Z,0,0,salman khan
363,Manish Bardhan,Srk,2022-03-25T03:40:08Z,0,0,salman khan
364,SANJU PANDEY,Srk world&#39;s biggest moviestar,2022-03-24T15:20:42Z,1,0,shahrukh khan
365,Mridul Kalita,Shahrukh ❤❤❤🙏🙏🙏,2022-03-24T05:19:31Z,0,0,shahrukh khan
366,Chill,Sallu 💪💪💪💪,2022-03-23T08:37:50Z,0,0,salman khan
367,zainab queen,Salman khan ko dhekte hii kuch aisa lgta hai ki jaise koi apna ho ❤️❤️,2022-03-22T17:01:06Z,0,0,salman khan
368,zainab queen,Ek baat bolu salman khan jaisa na koi hai na koi tha aur na koi hoga ❤️❤️,2022-03-22T16:59:55Z,3,0,salman khan
369,zainab queen,Salman sir always best,2022-03-22T16:58:56Z,0,0,salman khan
370,Rishu Bhardwaj,stardom....salman...but....king srk,2022-03-22T06:01:04Z,0,0,salman khan
372,bidyut sardar,"Only 1 one SRK, next Salmon khan",2022-03-21T04:55:19Z,0,0,shahrukh khan
373,mr__ faizu,Salman Khan ❤️❤️❤️ only megastar,2022-03-20T20:17:07Z,0,0,salman khan
374,Уткирбек Йулдашов,Salman Khan is more of a fan,2022-03-12T03:51:22Z,1,0,salman khan
375,mohammad farooq nadaf,Bap Bap hota hai &quot;Salman Khan&quot; .,2022-03-07T08:22:29Z,0,0,salman khan
376,Salman Khan Bhai,Salman bhai best,2022-03-06T19:07:14Z,0,0,salman khan
377,Mohd Osman Quadri,Srk,2022-03-06T13:41:29Z,0,0,shahrukh khan
378,5kings boys,Salman,2022-03-05T12:11:58Z,0,0,salman khan
379,Sarulatha Veania,Only king sharukhan 🔥🔥🔥🔥 he is number 1 🔥😘🔥,2022-03-04T23:16:13Z,2,0,shahrukh khan
380,Sarulatha Veania,King sharukhan 🔥💋😘😍😍😍,2022-03-04T23:15:38Z,1,0,shahrukh khan
382,Satish Jain,SRK ke aage koi bhi nhi h ..N salman N Amitabh.. Srk is an international star from India,2022-03-01T08:35:25Z,0,0,shahrukh khan
383,Sk Masud bagnan fan,Salman,2022-02-27T06:09:56Z,0,0,shahrukh khan
384,Rahil Charak,Srk the biggest stardom,2022-02-26T18:16:51Z,0,0,salman khan
385,Wasif Baloch,Salman khan❤️🔥,2022-02-25T20:49:59Z,0,0,salman khan
386,laxPrem,Salman khan,2022-02-24T08:07:10Z,0,0,salman khan
387,Axom Papu,Srk king,2022-02-23T07:02:34Z,1,0,shahrukh khan
388,Md Anas,Sallu Bhai ka,2022-02-22T17:02:27Z,0,0,salman khan
389,Aman Mahadeva,Aaj ke time me salman bhai bap of bollywood,2022-02-22T16:00:28Z,0,0,salman khan
390,Dhanush P,SRK is the undisputed king and He is soo much more generous than Salmaan khan,2022-02-22T15:47:21Z,1,0,shahrukh khan
391,Shushma Rani,You should compare him with Hollywood actors like Tom Cruise or more he is already King of Bollywood,2022-02-21T16:52:52Z,0,0,shahrukh khan
392,Shushma Rani,2nd largest film industry in world in foreign countries people talks about bollywood the first name is SRK means bollywood,2022-02-21T16:51:36Z,0,0,shahrukh khan
393,Shushma Rani,Obviously Shahrukh&#39;s stardom is beyond any other Indian actor he is World&#39;s biggest movie star and also hee don&#39;t need to introduce himself anywhere,2022-02-21T16:48:53Z,0,0,shahrukh khan
394,Sourav Dhara,Ony SRK,2022-02-20T03:50:20Z,0,0,shahrukh khan
395,Sahil Nayak,Salman Khan is god not hero,2022-02-19T03:27:53Z,1,0,salman khan
398,Akshay Aggarwal,Jungle ka ek hi raja hota h sher aise hi ek hi h Salman khan Kitne aaye Kitne gaye par Salman khan jaisa koi nhi,2022-02-15T15:40:48Z,0,0,salman khan
400,motivation and status short video,Salmankhan is bollywood 👑,2022-02-14T06:27:14Z,1,0,salman khan
401,Younus khan,Shahrukh Khan zabardast,2022-02-14T03:59:07Z,1,0,salman khan
402,Salman sk bhai Shaikh,Only  salman khan bhai 😎,2022-02-14T02:16:28Z,0,0,shahrukh khan
403,S O H E L,Srk in the world ❤️❤️,2022-02-13T14:09:59Z,0,0,shahrukh khan
404,sk  Sahil,Srk,2022-02-13T10:54:11Z,0,0,shahrukh khan
405,hp pareek,Srk is best,2022-02-11T19:40:59Z,0,0,shahrukh khan
406,Janak kalita,Salman bhai is a megastar ❤❤🥇,2022-02-11T17:02:49Z,0,0,salman khan
407,Syed Moiz,Baap of Bollywood most power full man 💪salman khan ❤,2022-02-10T20:19:34Z,12,0,salman khan
408,Md. Rokon Uzzaman,Srk best world biggest STAR,2022-02-08T08:13:24Z,1,0,shahrukh khan
409,Asif Shaikh,Onliye salman khan,2022-02-07T23:06:04Z,0,0,salman khan
410,FAISUJANNAT 22,Salman Khan 🥰,2022-02-07T22:04:16Z,1,0,salman khan
411,Aun Muhammad,Stardom tu srk ka zada hai,2022-02-07T20:19:19Z,1,0,shahrukh khan
412,Zeeshan Ahreen,Salman khan is rock king,2022-02-07T12:33:22Z,0,0,salman khan
413,Movie -Sight......,SRK 🔥🔥🔥,2022-02-06T17:16:49Z,0,0,salman khan
414,JAIVEER SINGH,Srk n sunny deol,2022-02-06T09:30:51Z,0,0,shahrukh khan
415,Motivational channel,I like shahrukh more than salman khan🙂,2022-02-05T16:02:33Z,1,0,shahrukh khan
416,STATUS LOVER,Salman ❣️,2022-02-04T16:13:20Z,0,0,shahrukh khan
417,P4U ALL,Salman Khan fans zyadatar Indian fans <br>But shahrukh khan ke fans pore duniya mai hai <br>SRK king khan King 👑👑👑👑👑👑👑👑👑👑👑👑👑,2022-02-03T16:59:45Z,0,0,salman khan
418,Abu Bakkar Siddique,Salman khan,2022-02-03T16:35:52Z,0,0,salman khan
419,Secret,Salman khan,2022-02-02T09:25:37Z,1,0,salman khan
420,Asad Khan,Salman khan ❤😊,2022-02-01T07:29:34Z,1,0,salman khan
421,Arman shaikh,Phuchne ki kya baat hai super hero only srk hai,2022-01-31T10:38:31Z,0,0,shahrukh khan
422,Farida shariff,SRK king,2022-01-31T10:02:17Z,1,0,shahrukh khan
423,HRJS entertainment,Srk sir,2022-01-31T07:38:39Z,0,0,shahrukh khan
424,sakshi,Salman 🔥🔥,2022-01-30T11:44:32Z,0,0,salman khan
425,L.S Analyst,I love srkk always💪💪💪💪💪,2022-01-30T04:43:48Z,0,0,shahrukh khan
429,Aryan khan,Srk all time favorite😍😍,2022-01-29T15:52:56Z,0,0,shahrukh khan
430,Rahul Kumar,Srk🔥,2022-01-28T16:03:35Z,0,0,shahrukh khan
431,md shajen,Salman ki fan,2022-01-28T13:44:20Z,0,0,salman khan
432,Abhishek Kumar,Only SRK🙏❤️,2022-01-27T06:50:20Z,1,0,shahrukh khan
433,krishn beer,God of acting srk,2022-01-26T05:53:59Z,0,0,shahrukh khan
434,Dr. Ashish Rao,Shahrukh is best actor all over but Salman khan is the only actor love by all age groups ❤️,2022-01-25T19:51:04Z,0,0,shahrukh khan
435,Vicky kumar,Salman Khan,2022-01-25T03:52:50Z,1,0,salman khan
436,Mushrafeen Qureshi,Sk 😍😍😍,2022-01-24T11:40:34Z,1,0,shahrukh khan
437,Sangeeta Saini,STARDOM COMPARISON<br>Salman&#39;s stardom - only in India. <br>Srk&#39;s stardom - all over the world.,2022-01-23T12:38:05Z,0,0,shahrukh khan
438,~princess😇,One &amp; Only Salman Khan 🥰❤️❤️❤️❤️❤️,2022-01-22T11:19:10Z,0,0,salman khan
439,Moumita Saha,Always srk king of bollywood always,2022-01-22T09:28:51Z,0,0,shahrukh khan
440,Satyam Jain,Always SRK!!!🥰,2022-01-22T02:24:26Z,2,0,shahrukh khan
441,tech and earn,King of bollywood srk,2022-01-21T18:42:46Z,0,0,shahrukh khan
442,Nahim Khan,King Khan and Salman Khan,2022-01-21T17:30:33Z,0,0,salman khan
444,Oshru Islam,Bhai<br>Srk 3 saal se koi movie nehi kya<br>Pher bhi srk <br>Is biger thaan saalman,2022-01-20T06:13:30Z,0,0,shahrukh khan
445,Ram Keval,Salman Khan is best,2022-01-19T08:23:06Z,0,0,salman khan
446,Mittu:),Srk is best forever.,2022-01-18T08:35:29Z,0,0,shahrukh khan
448,Raj Sahu,Srk king of world cinema,2022-01-15T09:28:18Z,0,0,shahrukh khan
449,SARAJ BISWAS,My favourite shahrukh khan,2022-01-14T12:38:13Z,0,0,shahrukh khan
450,Kaif Sayyed,Bhaijaan is best actor bollowood,2022-01-13T07:23:57Z,0,0,salman khan
451,Kaif Sayyed,Salman khan is best stardom oll time,2022-01-13T07:23:00Z,0,0,salman khan
453,I love mera pyar pata nahi kaha ho i miss you my love salman sk,Salman khan,2022-01-12T16:31:45Z,0,0,salman khan
454,Aamir Khan,SRK is PR made Star 😂,2022-01-12T12:54:07Z,0,0,shahrukh khan
455,roky,Only one Salman Khan golden heart ❤️❤️,2022-01-11T18:30:24Z,0,0,salman khan
456,Dilbar Razzak🇮🇳,Salman Bhai &gt;&gt;&gt;,2022-01-09T17:24:49Z,0,0,salman khan
457,Malik Talal,Legandary salman khan have no match...,2022-01-09T07:16:01Z,0,0,salman khan
459,Rana Singh,SRK Fans 😘,2022-01-07T17:38:02Z,0,0,shahrukh khan
460,Rana Singh,SRK Fans,2022-01-07T17:37:45Z,0,0,shahrukh khan
461,Zibran Khan,SRK ❤️,2022-01-07T16:44:55Z,0,0,salman khan
462,Muzaffar Nadkar,Salman khan is real king of bollywood he is the lion king of world cinema bollywood yeah baby,2022-01-07T12:55:14Z,0,0,salman khan
463,Jagran Murmu,Salman khan 💪💪💪🔥🔥🔥,2022-01-07T08:53:50Z,1,0,salman khan
464,Kuldeep Nishad,Agar aapke pass choice hoga aap kisse milna chahte hai to sayad salman bhai ko hi sab chunenege kyuki bhai jab chalte hai lagta hai koi lion chal raha hai,2022-01-06T18:04:23Z,0,0,salman khan
465,6 Prince Choudhary,Salman only,2022-01-06T14:25:50Z,1,0,salman khan
466,Imran Ali,Saharukh khan king hai to salman khan tiger hai,2022-01-06T14:08:03Z,0,0,salman khan
467,Khabar Mania,Salman khan,2022-01-06T10:12:00Z,0,0,salman khan
468,shayal Ghising,Love You Salman From Nepal ❤,2022-01-06T06:19:32Z,0,0,salman khan
469,tiger abhi zinda hai,Salman Khan King of Bollywood,2022-01-05T04:17:57Z,0,0,salman khan
470,Rajeev,SRK srk,2022-01-04T19:10:43Z,0,0,shahrukh khan
471,Rajeev,SRK is greatest actor in the world,2022-01-04T19:05:46Z,0,0,shahrukh khan
472,ok,King yarr,2022-01-04T03:15:07Z,0,0,shahrukh khan
473,Sudipta Ghosh ãbçd,SRK&#39;s laughing is better than salman khan&#39;s whole acting career,2022-01-03T14:40:06Z,1,0,shahrukh khan
474,SHUBH Hemsworth,We love srk ❤️,2022-01-02T16:09:26Z,0,0,shahrukh khan
475,Dhanaji lendve,Sallu Bhai ❤️,2022-01-02T13:14:55Z,0,0,salman khan
476,Pulsar Lover,Salman khan always best ❤️ love from bangladesh,2022-01-02T11:13:35Z,0,0,salman khan
477,Manish Chandora,SALMAN BHAI KE FAN SALMAN BHAI SE MOTIVATE NHI HOTE //// SRK KE FAN UNPE 500 PAGES KI EK BOOK LIKH SAKTE HAI OR BOHOT MOTIVATIONAL BHI HAI,2022-01-02T10:24:41Z,0,0,salman khan
478,tushar thakur,Salman has more fans in india but globally srk rules !,2022-01-02T04:11:49Z,0,0,salman khan
479,Arshad Khan,Slman best gulobal istar us ke har jgah us ke fehn hai uk ho ya Asteliya ho cahe igilaynd ho cahe dubai ho us hr jagh se pyar milta hai,2021-12-30T22:43:38Z,0,0,shahrukh khan
480,Ilyaz Shekh,Srk🔥🔥🔥🔥🔥🔥🔥🔥🔥,2021-12-30T07:58:10Z,0,0,shahrukh khan
481,satish bansode,Only one the king of Bollywood srk,2021-12-29T20:48:58Z,0,0,shahrukh khan
482,Imam Mahdi; Kalki Avatar@ Alra Tv,Always salman ❤❤❤❤your,2021-12-29T13:39:35Z,1,0,salman khan
483,Sk Nasim Uddin Sk Nasim Uddin,SRK 😎😎,2021-12-28T06:40:28Z,0,0,shahrukh khan
484,Calm music channel,salman khan,2021-12-26T14:05:09Z,0,0,salman khan
485,Mohammed Balaj,Srk sir 😍,2021-12-26T00:36:46Z,0,0,shahrukh khan
486,pavni Bisht cute,Salman khan is the best 🦁 🦁 😍 😍,2021-12-25T13:45:40Z,0,0,salman khan
487,Tiger Raj,On le on srk,2021-12-24T16:54:25Z,0,0,shahrukh khan
489,Taqi sab,Mera heero srk love you srk😍😘😘,2021-12-23T20:25:36Z,0,0,shahrukh khan
491,Ameersohail Mohd,Srk,2021-12-21T10:15:52Z,0,0,shahrukh khan
492,WatchIT,Overacting ka King Srk,2021-12-20T23:00:25Z,0,0,shahrukh khan
493,WatchIT,Salman,2021-12-20T22:59:55Z,0,0,salman khan
494,Salman khan fan club..,Salman khan bhaijan,2021-12-19T07:37:37Z,0,0,salman khan
495,ZR CREATIONS,srk ♥️,2021-12-17T17:38:49Z,1,0,shahrukh khan
496,Bharat Kagi,SRK King of the world,2021-12-15T16:57:59Z,1,0,shahrukh khan
497,Ayan Sayyed,Always salman bhai,2021-12-15T07:17:30Z,0,0,salman khan
498,REZAUZ ZAMAN MOLLAH,Salman Khan 🔥🔥,2021-12-14T18:12:21Z,0,0,salman khan
499,Mohd Shabahat Husain,Srk is best,2021-12-13T21:23:05Z,0,0,shahrukh khan
500,Ebrahim Jan,Love you Salman,2021-12-13T07:34:12Z,0,0,salman khan
501,Ebrahim Jan,"Salman ,we are one ,mane,,is a bing homen",2021-12-13T07:33:41Z,0,0,salman khan
502,Md Armaan,Srk king Khan,2021-12-12T17:02:51Z,0,0,salman khan
503,Irshad Malik,Sallu bhai,2021-12-11T15:01:40Z,0,0,salman khan
504,Milan Tamang,Salman khan in india has no comparison. But globally srk is ahead.,2021-12-11T13:59:30Z,0,0,salman khan
505,Chetan Bhalerao,Srk is greatest acter in the world 🌍,2021-12-10T08:45:33Z,0,0,shahrukh khan
506,Md jamshed Ali,Bhaijaan❤️❤️❤️❤️,2021-12-09T21:31:19Z,0,0,salman khan
507,Kabir Khan,Tiger salman khan ❣️,2021-12-07T06:17:52Z,0,0,salman khan
508,Kabir Khan,Dono but jada salman khan ❣️,2021-12-07T06:17:02Z,0,0,salman khan
509,"khursid,Rahaman","Only Salman always, handsome man",2021-12-05T13:55:38Z,0,0,salman khan
510,plinth to Aim (Gs),Srk is king,2021-12-05T08:47:23Z,3,0,shahrukh khan
511,Hamza Sandhu,Salman Khan,2021-12-02T13:39:29Z,0,0,salman khan
512,Hamza Sandhu,Salman Khan,2021-12-02T13:39:23Z,0,0,salman khan
513,Hamza Sandhu,Salman Khan ❤️❤️,2021-12-02T13:39:17Z,0,0,salman khan
514,Mehtab Ahmad,Salman khan,2021-12-02T10:58:56Z,0,0,salman khan
515,ansari tabish,Srk❤.aur Isko explain krne ki Zaroort ni hai,2021-12-02T07:56:25Z,0,0,shahrukh khan
516,sonu pawar,Srk,2021-11-30T14:58:43Z,0,0,shahrukh khan
517,Khan Shahid,Salman bhai bollywood king😈💞🖤,2021-11-30T10:17:42Z,0,0,salman khan
518,GW MANE,Srk hai achcha,2021-11-30T09:30:04Z,1,0,shahrukh khan
519,Gourav Jadhav,Both are talented and both have a huge Stardom and fan following.. so there should not be any comparison between both Superstar of Bollywood.. But personally I am a huge Fan of Salman Bhai..😎🤙🔥,2021-11-28T09:56:15Z,0,1,salman khan
520,Pradeep Saini,"East or west Salmaan is the best ...,",2021-11-27T18:04:58Z,0,0,salman khan
521,Rajesh Rajesh,Salman no1 is best,2021-11-27T13:24:32Z,0,0,salman khan
522,sk  Sahil,S R K 😘😘,2021-11-26T19:00:44Z,0,0,shahrukh khan
523,Shrey Shankar,Srk and salman both r good...<br>But class and real acting fans like srk more... Salman bhai ab same hi expressions dete h har movie mein,2021-11-26T18:29:41Z,0,0,shahrukh khan
524,Shrey Shankar,Srk and salman both r good...<br>But class and real acting fans like srk more... Salman bhai ab same hi expressions dete h har movie mein,2021-11-26T18:29:31Z,0,0,shahrukh khan
525,Ahsan Muzammil,King khan number 1,2021-11-26T01:59:49Z,0,0,shahrukh khan
526,Shahan Ahmad,SRK,2021-11-25T07:58:58Z,1,0,shahrukh khan
527,Chetan Sinha,Khano me khano salman khan,2021-11-24T08:14:13Z,0,0,salman khan
528,Mdsuaib Malik,Salman Khan ke fan he like kare use fan Salman ♥ khan,2021-11-24T04:42:06Z,1,0,salman khan
529,Rakesh Hegade,Salman sir,2021-11-21T08:25:46Z,0,0,salman khan
530,Haritha N,Salman is salman💯,2021-11-21T05:44:00Z,0,0,salman khan
531,Muneeb Mushtaq,salman khan 🔥,2021-11-19T22:37:08Z,0,0,salman khan
532,jeevan,Salman bhai,2021-11-18T21:01:46Z,0,0,salman khan
533,Rahul gaming,Saluu,2021-11-18T07:54:17Z,1,0,salman khan
534,Epic Gamer,Only one salman khan,2021-11-17T17:53:33Z,1,0,salman khan
535,Mohammad Sakil,Salman khan ❤️,2021-11-15T16:17:57Z,0,0,salman khan
